2013 1/4,2013 2/4,2013 3/4,2013 4/4,2014 1/4,2014 2/4,2014 3/4,2014 4/4,2015 1/4,2015 2/4,2015 3/4,2015 4/4,2016 1/4,2016 2/4,2016 3/4,2016 4/4,2017 1/4,2017 2/4,2017 3/4,2017 4/4
4247,5561,6310,7057,6757,4961,5558,5756,5287,5640,4800,4304,5908,5270,5778,5262,6939,7254,6763,5310
